replicate	time	treatment	wak	cho	tre	fle	bas	leo	ber	her
rep8	42	2.5.C	0.226299694	0.535836177	0.454545455	0.126182965	0.416666667	0.385269122	0.137096774	0.135211268
rep9	42	2.5.C	0.271386431	0.446254072	0.462837838	0.18852459	0.365448505	0.5	0.173789174	0.290322581
rep10	42	2.5.C	0.121293801	0.492481203	0.452	0.188925081	0.365517241	0.684745763	0.118483412	0.343661972
rep1	42	5.C	0.18251928	0.537037037	0.567010309	0.191860465	0.352272727	0.454819277	0.180758017	0.220238095
rep2	42	5.C	0.104	0.488461538	0.387096774	0.274853801	0.45620438	0.260526316	0.183050847	0.258992806
rep3	42	5.C	0.06918239	0.569023569	0.479099678	0.351190476	0.346456693	0.463414634	0.227272727	0.210691824
rep4	42	5.C	0.257534247	0.476744186	0.140468227	0.177464789	0.40647482	0.347985348	0.255319149	0.3375
rep5	42	5.C	0.333333333	0.245454545	0.495867769	0.169329073	0.265384615	0.441734417	0.231046931	0.267267267
rep6	42	5.C	0.21630094	0.324232082	0.396666667	0.332268371	0.262390671	0.388379205	0.865168539	0.244444444
rep7	42	5.C	0.261904762	0.434146341	0.482608696	0.112391931	0.274900398	0.301526718	0.25203252	0.330218069
rep8	42	5.C	0.076687117	0.419354839	0.541666667	0.250773994	0.255244755	0.517730496	0.370277078	0.372492837
rep9	42	5.C	0.375	0.609848485	0.665217391	0.236162362	0.454918033	0.340425532	0.243636364	0.335211268
rep10	42	5.C	0.224242424	0.55	0.370967742	0.237288136	0.385714286	0.391036606	0.306122449	0.248663102
rep1	42	7.5.C	0.172680412	0.366101695	0.433898305	0.141388175	0.173780488	0.226586103	0.212195122	0.173913043
rep2	42	7.5.C	0.240549828	0.487804878	0.477777778	0.166666667	0.351515152	0.340277778	0.236467236	0.194736842
rep3	42	7.5.C	0.188449848	0.36121673	0.53164557	0.23943662	0.200704225	0.304477612	0.181058496	0.250783699
rep4	42	7.5.C	0.0625	0.642023346	0.418772563	0.156739812	0.19269103	0.282608696	0.148681055	0.244623656
rep5	42	7.5.C	0.252077562	0.439102564	0.404081633	0.159574468	0.30877193	0.177257525	0.194630872	0.212698413
rep6	42	7.5.C	0.213793103	0.831417625	0.47826087	0.222493888	0.244966443	0.353982301	0.168508287	0.282894737
rep7	42	7.5.C	0.199421965	0.323529412	0.561643836	0.209375	0.250793651	0.260869565	0.14511041	0.185185185
rep8	42	7.5.C	0.253968254	0.426710098	0.56996587	0.198113208	0.295620438	0.270440252	0.225	0.266331658
rep9	42	7.5.C	0.221088435	0.346715328	0.425373134	0.256097561	0.343971631	0.264705882	0.182389937	0.254143646
rep10	42	7.5.C	0.225	0.622418879	0.342857143	0.249134948	0.328519856	0.446629213	0.191549296	0.307909605
rep1	42	10.C	0.135802469	0.32208589	0.333333333	0.156342183	0.229927007	0.257894737	0.119363395	0.153005464
rep2	42	10.C	0.153125	0.560869565	0.395017794	0.155882353	0.20295203	0.305555556	0.162393162	0.236914601
rep3	42	10.C	0.260869565	0.387596899	0.423076923	0.194174757	0.214912281	0.28992629	0.106312292	0.231231231
rep4	42	10.C	0.203539823	0.382550336	0.381132075	0.147368421	0.170454545	0.317901235	0.136871508	0.210666667
rep5	42	10.C	0.178913738	0.351239669	0.405857741	0.169329073	0.315436242	0.207407407	0.131661442	0.212903226
rep6	42	10.C	0.145833333	0.326241135	0.428571429	0.141025641	0.230769231	0.21958457	0.232954545	0.180821918
rep7	42	10.C	0.156498674	0.561128527	0.363636364	0.169611307	0.248148148	0.203349282	0.201704545	0.198757764
rep8	42	10.C	0.135638298	0.314285714	0.48943662	0.085790885	0.232	0.226229508	0.116719243	0.265517241
rep9	42	10.C	0.088235294	0.343558282	0.392226148	0.18429003	0.22745098	0.238390093	0.167123288	0.207692308
rep10	42	10.C	0.252336449	0.473154362	0.371212121	0.168141593	0.231650403	0.276515152	0.183946488	0.252225519
rep1	42	dark	0.308441558	0.495762712	0.490740741	0.201413428	0.363636364	0.649484536	0.303206997	0.219298246
rep2	42	dark	0.188481675	0.503731343	0.54375	0.205521472	0.369426752	0.538674033	0.241847826	0.194520548
rep3	42	dark	0.211699164	0.451327434	0.607913669	0.215139442	0.42228739	0.419254658	0.127478754	0.263157895
rep4	42	dark	0.264150943	0.512280702	0.676470588	0.203947368	0.326315789	0.413793103	0.247813411	0.242424242
rep5	42	dark	0.15954416	0.441295547	0.333333333	0.30952381	0.325925926	0.352409639	0.15503876	0.256559767
rep6	42	dark	0.259146341	0.65248227	0.666666667	0.135646688	0.270186335	0.121212121	0.348901099	0.235127479
rep7	42	dark	0.225080386	0.484939759	0.447761194	0.202531646	0.433898305	0.356545961	0.211764706	0.165841584
rep8	42	dark	0.20959596	0.332214765	0.498154982	0.196581197	0.344537815	0.433701657	0.335347432	0.319018405
rep9	42	dark	0.234693878	0.628762542	0.395256917	0.197183099	0.339869281	0.319371728	0.206349206	0.235772358
rep10	42	dark	0.161716172	0.458471761	0.57751938	0.177884615	0.292490119	0.360696517	0.225352113	0.243243243
rep1	56	-2.5.C	0.082352941	0.124620061	0.105084746	0.106936416	0.13190184	0.097826087	0.152542373	0.132307692
rep2	56	-2.5.C	0.080838323	0.178030303	0.168949772	0.113636364	0.192118227	0.124161074	0.13003096	0.154098361
rep3	56	-2.5.C	0.076530612	0.206557377	0.148594378	0.110749186	0.12987013	0.107954545	0.102484472	0.176300578
rep4	56	-2.5.C	0.071246819	0.270833333	0.223529412	0.110119048	0.100649351	0.092643052	0.109634551	0.12716763
rep5	56	-2.5.C	0.095930233	0.137583893	0.17571885	0.086805556	0.184100418	0.096418733	0.122754491	0.138211382
rep6	56	-2.5.C	0.090909091	0.183279743	0.142857143	0.130584192	0.119047619	0.108753316	0.100286533	0.191549296
rep7	56	-2.5.C	0.051771117	0.172316384	0.142857143	0.103448276	0.137681159	0.105263158	0.12037037	0.16
rep8	56	-2.5.C	0.061583578	0.209964413	0.144032922	0.14532872	0.148	0.117449664	0.121568627	0.166666667
rep9	56	-2.5.C	0.063186813	0.160447761	0.161716172	0.144628099	0.141891892	0.127659574	0.15015015	0.120448179
rep10	56	-2.5.C	0.093023256	0.247148289	0.145228216	0.12797619	0.215277778	0.094076655	0.106451613	0.187919463
rep1	56	0.C	0.121495327	0.352697095	0.370481928	0.1125	0.1625	0.528619529	0.266853933	0.236421725
rep2	56	0.C	0.18597561	0.356164384	0.449612403	0.255972696	0.224080268	0.512396694	0.370860927	0.317333333
rep3	56	0.C	0.161490683	0.311897106	0.289473684	0.16194332	0.178438662	0.52987013	0.544554455	0.24925816
rep4	56	0.C	0.099033816	0.225296443	0.175159236	0.247557003	0.192090395	0.536931818	0.428571429	0.210884354
rep5	56	0.C	0.200581395	0.369477912	0.24137931	0.111821086	0.141868512	0.383753501	0.378238342	0.221105528
rep6	56	0.C	0.126262626	0.38410596	0.285714286	0.161716172	0.140969163	0.385350318	0.243243243	0.328125
rep7	56	0.C	0.163101604	0.359259259	0.279693487	0.28685259	0.311403509	0.403703704	0.297297297	0.292011019
rep8	56	0.C	0.140583554	0.384328358	0.407725322	0.246153846	0.116731518	0.650943396	0.344	0.183800623
rep9	56	0.C	0.214285714	0.164383562	0.319852941	0.186046512	0.348148148	0.315789474	0.247978437	0.258928571
rep10	56	0.C	0.120879121	0.297709924	0.173431734	0.262569832	0.188	0.311239193	0.286516854	0.275316456
rep1	56	2.5.C	0.430232558	0.507194245	0.314606742	0.261682243	0.459649123	0.597402597	0.200527704	0.318181818
rep2	56	2.5.C	0.26645768	0.420529801	0.837735849	0.08	0.404682274	0.615183246	0.356923077	0.305128205
rep3	56	2.5.C	0.183257919	0.620437956	0.449799197	0.255172414	0.31557377	0.5	0.217741935	0.34421365
rep4	56	2.5.C	0.099071207	0.415282392	0.472222222	0.268041237	0.428571429	0.577319588	0.364640884	0.430976431
rep5	56	2.5.C	0.330383481	0.387283237	0.575289575	0.259649123	0.470588235	0.589123867	0.303225806	0.263157895
rep6	56	2.5.C	0.144444444	0.706713781	0.719230769	0.343558282	0.487804878	0.625899281	0.199445983	0.272108844
rep7	56	2.5.C	0.332361516	0.522435897	0.571428571	0.297619048	0.882113821	0.332369942	0.278959811	0.339339339
rep8	56	2.5.C	0.385113269	0.471518987	0.216814159	0.221893491	0.37826087	0.452380952	0.3832021	0.355721393
rep9	56	2.5.C	0.388157895	0.299401198	0.418918919	0.257534247	0.33968254	0.395348837	0.381656805	0.363309353
rep10	56	2.5.C	0.300632911	0.721568627	0.645833333	0.37012987	0.428571429	0.294444444	0.308605341	0.429394813
rep1	56	5.C	0.496932515	0.727272727	0.656534954	0.326086957	0.497487437	0.519685039	0.523364486	0.379213483
rep2	56	5.C	0.456647399	0.720930233	0.56043956	0.242753623	0.335423197	0.471882641	0.335347432	0.318181818
rep3	56	5.C	0.236979167	0.532467532	0.502283105	0.50390625	0.512	0.421621622	0.389502762	0.359296482
rep4	56	5.C	0.360881543	0.367272727	0.410828025	0.302197802	0.270627063	0.524495677	0.413793103	0.310679612
rep5	56	5.C	0.225519288	0.67037037	0.344709898	0.210884354	0.408450704	0.67816092	0.397476341	0.422939068
rep6	56	5.C	0.421538462	0.425595238	0.416030534	0.297945205	0.498305085	0.397660819	0.401098901	0.623493976
rep7	56	5.C	0.218508997	0.629166667	0.597014925	0.256797583	0.488461538	0.264984227	0.301333333	0.487252125
rep8	56	5.C	0.293506494	0.760445682	0.624573379	0.32361516	0.485294118	0.631868132	0.26625387	0.849829352
rep9	56	5.C	0.382978723	0.515789474	0.483108108	0.218954248	0.421800948	0.738170347	0.599337748	0.656069364
rep10	56	5.C	0.293706294	0.397769517	0.603333333	0.280487805	0.450643777	0.542372881	0.435013263	0.390243902
rep1	56	7.5.C	0.279635258	0.603238866	0.435251799	0.291525424	0.3878327	0.423728814	0.185294118	0.361702128
rep2	56	7.5.C	0.194610778	0.427419355	0.519480519	0.30794702	0.362204724	0.216828479	0.188059701	0.189189189
rep3	56	7.5.C	0.213213213	0.521035599	0.465986395	0.233429395	0.196774194	0.361867704	0.285234899	0.274787535
rep4	56	7.5.C	0.31629393	0.431095406	0.544776119	0.29512894	0.25	0.551282051	0.238461538	0.247648903
rep5	56	7.5.C	0.260273973	0.587030717	0.622302158	0.188679245	0.136363636	0.193277311	0.229508197	0.417508418
rep6	56	7.5.C	0.326599327	0.534883721	0.579831933	0.216463415	0.272425249	0.49122807	0.333333333	0.414110429
rep7	56	7.5.C	0.368271955	0.431438127	0.476793249	0.204402516	0.292253521	0.507331378	0.174311927	0.412698413
rep8	56	7.5.C	0.103658537	0.620689655	0.549586777	0.221453287	0.28515625	0.24940048	0.236065574	0.343434343
rep9	56	7.5.C	0.293181818	0.596491228	0.638554217	0.175084175	0.35	0.514705882	0.168789809	0.346666667
rep10	56	7.5.C	0.361764706	0.458204334	0.527972028	0.149484536	0.233898305	0.487889273	0.25877193	0.354948805
rep1	56	10.C	0.280701754	0.485094851	0.35059761	0.204472843	0.188498403	0.37254902	0.186440678	0.205882353
rep2	56	10.C	0.197260274	0.291366906	0.429118774	0.186390533	0.230519481	0.401146132	0.222222222	0.195822454
rep3	56	10.C	0.195845697	0.525423729	0.454901961	0.210031348	0.202205882	0.271929825	0.256637168	0.211838006
rep4	56	10.C	0.316129032	0.435114504	0.463276836	0.195979899	0.189090909	0.280991736	0.285353535	0.198051948
rep5	56	10.C	0.179624665	0.408823529	0.44200627	0.240418118	0.154135338	0.238390093	0.315634218	0.228395062
rep6	56	10.C	0.268882175	0.5625	0.330434783	0.18487395	0.204460967	0.330769231	0.275659824	0.197530864
rep7	56	10.C	0.291428571	0.35504886	0.396313364	0.259689922	0.166123779	0.325183374	0.210227273	0.181268882
rep8	56	10.C	0.261437908	0.4204947	0.276816609	0.174603175	0.285714286	0.282555283	0.205521472	0.303303303
rep9	56	10.C	0.146835443	0.473498233	0.408921933	0.170731707	0.237588652	0.238235294	0.247126437	0.172489083
rep10	56	10.C	0.155612245	0.530172414	0.374468085	0.142857143	0.234200743	0.511254019	0.197260274	0.16112532
rep1	56	dark	0.273417722	0.721461187	0.471774194	0.199335548	0.391156463	0.383522727	0.354223433	0.307909605
rep2	56	dark	0.211895911	0.540069686	0.510869565	0.304878049	0.393081761	0.550632911	0.382022472	0.35
rep3	56	dark	0.35261708	0.552816901	0.680272109	0.281355932	0.527131783	0.384	0.338422392	0.440625
rep4	56	dark	0.302469136	0.75502008	0.417241379	0.234200743	0.286184211	0.624242424	0.357859532	0.378590078
rep5	56	dark	0.363112392	0.62745098	0.6996337	0.29153605	0.352313167	0.497191011	0.315186246	0.456233422
rep6	56	dark	0.439093484	0.602777778	0.695804196	0.23381295	0.283828383	0.365	0.29375	0.4625
rep7	56	dark	0.110759494	0.433908046	0.609375	0.206703911	0.360927152	0.557692308	0.504983389	0.27154047
rep8	56	dark	0.260638298	0.830388693	0.614334471	0.167741935	0.274647887	0.458041958	0.434782609	0.29144385
rep9	56	dark	0.292207792	0.593283582	0.777419355	0.285714286	0.307189542	0.680921053	0.217721519	0.424332344
rep10	56	dark	0.229508197	0.642857143	0.588028169	0.300940439	0.425087108	0.465373961	0.26031746	0.523076923
rep1	70	-2.5.C	0.054455446	0.158385093	0.151408451	0.158671587	0.067873303	0.135220126	0.118181818	0.224932249
rep2	70	-2.5.C	0.077830189	0.136531365	0.109756098	0.137123746	0.069686411	0.112903226	0.155487805	0.149717514
rep3	70	-2.5.C	0.044817927	0.150289017	0.15018315	0.168091168	0.141914191	0.15625	0.099071207	0.145205479
rep4	70	-2.5.C	0.096153846	0.197080292	0.187793427	0.126182965	0.113744076	0.131578947	0.111405836	0.272486772
rep5	70	-2.5.C	0.058823529	0.111864407	0.165605096	0.126582278	0.090225564	0.118012422	0.094339623	0.191666667
rep6	70	-2.5.C	0.070769231	0.179577465	0.103896104	0.131578947	0.114068441	0.116838488	0.192200557	0.149837134
rep7	70	-2.5.C	0.098265896	0.127388535	0.161290323	0.117493473	0.107638889	0.118589744	0.163204748	0.114457831
rep8	70	-2.5.C	0.099236641	0.178451178	0.173501577	0.149700599	0.120967742	0.175257732	0.150159744	0.294736842
rep9	70	-2.5.C	0.091445428	0.128404669	0.107296137	0.13283208	0.09765625	0.104278075	0.135359116	0.144475921
rep10	70	-2.5.C	0.067839196	0.178683386	0.175182482	0.164179104	0.077170418	0.101851852	0.108974359	0.121447028
rep1	70	0.C	0.24301676	0.429022082	0.123853211	0.232786885	0.093167702	0.2625	0.515337423	0.545189504
rep2	70	0.C	0.174262735	0.592592593	0.416666667	0.252906977	0.227272727	0.333333333	0.387951807	0.289124668
rep3	70	0.C	0.154676259	0.194202899	0.578125	0.073529412	0.124113475	0.417808219	0.552050473	0.303951368
rep4	70	0.C	0.145985401	0.264705882	0.431578947	0.120521173	0.35193133	0.313993174	0.557522124	0.410029499
rep5	70	0.C	0.238461538	0.543103448	0.284	0.116541353	0.247524752	0.295302013	0.679411765	0.359133127
rep6	70	0.C	0.160326087	0.389105058	0.436823105	0.213649852	0.365384615	0.152380952	0.761006289	0.208762887
rep7	70	0.C	0.160949868	0.452380952	0.392241379	0.100917431	0.348547718	0.538834951	0.291262136	0.308743169
rep8	70	0.C	0.195121951	0.418006431	0.412751678	0.202247191	0.228215768	0.44	0.715151515	0.659163987
rep9	70	0.C	0.156923077	0.22983871	0.408496732	0.19047619	0.120805369	0.409638554	0.472413793	0.223097113
rep10	70	0.C	0.202416918	0.379928315	0.264069264	0.173633441	0.300353357	0.504761905	0.647208122	0.187311178
rep1	70	2.5.C	0.382089552	0.981060606	0.635738832	0.457142857	0.731707317	0.914285714	0.401785714	0.390909091
rep2	70	2.5.C	0.416413374	0.741610738	0.818181818	0.355029586	0.732283465	0.578571429	0.476351351	0.241071429
rep3	70	2.5.C	0.333333333	0.494661922	0.562737643	0.419354839	0.596100279	0.718487395	0.528610354	0.632152589
rep4	70	2.5.C	0.286764706	0.592592593	0.6875	0.37755102	0.72173913	1	0.437346437	0.320945946
rep5	70	2.5.C	0.240437158	0.729230769	0.624521073	0.196319018	0.717607973	0.861413043	0.668571429	0.535612536
rep6	70	2.5.C	0.556231003	0.433212996	0.628458498	0.293768546	0.199324324	0.313888889	0.335766423	0.18766756
rep7	70	2.5.C	0.412532637	0.618181818	0.679324895	0.304878049	0.461538462	0.70030581	0.642335766	0.300291545
rep8	70	2.5.C	0.299418605	0.793220339	0.825095057	0.365187713	0.490909091	0.287449393	0.615591398	0.693506494
rep9	70	2.5.C	0.254355401	0.636645963	0.532786885	0.198863636	0.691176471	0.665540541	0.371428571	0.603658537
rep10	70	2.5.C	0.433898305	0.754578755	0.510460251	0.342541436	0.503424658	0.705454545	0.510869565	0.43620178
rep1	70	5.C	0.482993197	0.597069597	0.787755102	0.467647059	0.447712418	0.431884058	0.387959866	0.226229508
rep2	70	5.C	0.40647482	0.561056106	0.742857143	0.315384615	0.350819672	0.615646259	0.528700906	0.547752809
rep3	70	5.C	0.378947368	0.994152047	0.850622407	0.556195965	0.59566787	0.521865889	0.731034483	0.513196481
rep4	70	5.C	0.247395833	0.677664975	0.618055556	0.762376238	0.623145401	0.535315985	0.379069767	0.510895884
rep5	70	5.C	0.240449438	0.534482759	0.731060606	0.417475728	0.446808511	0.829268293	0.597964377	0.371052632
rep6	70	5.C	0.292225201	0.913621262	0.776824034	0.524875622	0.711340206	0.571428571	0.602325581	0.537313433
rep7	70	5.C	0.568253968	0.972477064	0.672985782	0.399399399	0.652307692	0.772616137	0.550387597	0.414565826
rep8	70	5.C	0.446735395	0.586666667	0.576	0.382758621	0.555555556	0.535108959	0.679886686	0.537671233
rep9	70	5.C	0.5	0.624548736	0.53358209	0.496621622	0.562264151	0.724358974	0.442477876	0.448504983
rep10	70	5.C	0.274151436	0.81184669	0.58974359	0.086124402	0.876221498	0.602373887	0.544198895	0.3657289
rep1	70	7.5.C	0.232638889	0.588679245	0.5859375	0.292537313	0.26446281	0.50625	0.226600985	0.256684492
rep2	70	7.5.C	0.288220551	0.59245283	0.650176678	0.256097561	0.433242507	0.288590604	0.156769596	0.549839228
rep3	70	7.5.C	0.252459016	0.579831933	0.384364821	0.369146006	0.350724638	0.320158103	0.259146341	0.588235294
rep4	70	7.5.C	0.448504983	0.828193833	0.727598566	0.452229299	0.380794702	0.5	0.633952255	0.734375
rep5	70	7.5.C	0.216216216	0.566037736	0.463576159	0.321621622	0.362776025	0.359683794	0.616564417	0.439759036
rep6	70	7.5.C	0.547826087	0.498281787	0.577777778	0.429394813	0.295942721	0.222627737	0.360759494	0.746428571
rep7	70	7.5.C	0.264705882	0.438162544	0.644366197	0.267942584	0.253561254	0.670212766	0.305637982	0.683377309
rep8	70	7.5.C	0.365122616	0.448529412	0.725388601	0.386503067	0.235099338	0.475177305	0.391930836	0.575471698
rep9	70	7.5.C	0.169712794	0.714285714	0.744274809	0.251497006	0.368563686	0.752	0.199376947	0.712418301
rep10	70	7.5.C	0.251552795	0.758957655	0.528239203	0.303116147	0.246105919	0.784194529	0.382059801	0.5
rep1	70	10.C	0.222222222	0.41221374	0.380753138	0.241590214	0.203333333	0.382978723	0.245033113	0.246835443
rep2	70	10.C	0.248138958	0.645454545	0.578181818	0.18627451	0.189102564	0.572254335	0.244956772	0.300353357
rep3	70	10.C	0.199300699	0.526690391	0.475177305	0.212121212	0.258160237	0.358166189	0.308823529	0.249169435
rep4	70	10.C	0.228205128	0.579166667	0.399159664	0.217252396	0.2	0.27734375	0.12654321	0.298102981
rep5	70	10.C	0.16856492	0.326612903	0.390438247	0.175977654	0.278388278	0.325648415	0.194528875	0.207006369
rep6	70	10.C	0.240793201	0.351973684	0.40647482	0.345724907	0.231111111	0.230769231	0.149305556	0.177285319
rep7	70	10.C	0.168	0.375	0.495833333	0.26911315	0.288770053	0.26625387	0.178977273	0.303964758
rep8	70	10.C	0.252148997	0.487972509	0.493055556	0.16838488	0.200854701	0.316151203	0.25617284	0.224199288
rep9	70	10.C	0.178378378	0.482288828	0.532338308	0.266393443	0.298755187	0.578231293	0.239130435	0.236486486
rep10	70	10.C	0.189473684	0.496296296	0.517647059	0.312328767	0.219858156	0.320588235	0.206790123	0.293515358
rep1	70	dark	0.279069767	0.807926829	0.841642229	0.313333333	0.710963455	0.837423313	0.305210918	0.510385757
rep2	70	dark	0.455384615	0.737903226	0.553633218	0.243553009	0.432624113	0.570570571	0.362017804	0.612804878
rep3	70	dark	0.521621622	0.767918089	0.618811881	0.337531486	0.347107438	0.663888889	0.503875969	0.47826087
rep4	70	dark	0.516129032	0.595238095	0.777292576	0.259052925	0.518672199	0.410852713	0.704697987	0.539440204
rep5	70	dark	0.430136986	0.719298246	0.77734375	0.253644315	0.602112676	0.837920489	0.534946237	0.546703297
rep6	70	dark	0.283667622	0.783464567	0.769230769	0.178470255	0.730290456	0.5525	0.553140097	0.549450549
rep7	70	dark	0.378516624	0.775725594	0.479365079	0.390374332	0.476027397	0.667763158	0.52994012	0.446153846
rep8	70	dark	0.196428571	0.621399177	0.687242798	0.277602524	0.468944099	0.585760518	0.600566572	0.363945578
rep9	70	dark	0.419243986	0.728937729	0.642585551	0.341296928	0.662020906	0.76340694	0.458100559	0.46105919
rep10	70	dark	0.129129129	0.651877133	0.914285714	0.60137457	0.66255144	0.887272727	0.603498542	0.648734177
rep1	84	-2.5.C	0.146892655	0.22605364	0.224576271	0.118181818	0.114478114	0.106741573	0.266211604	0.121134021
rep2	84	-2.5.C	0.115577889	0.261261261	0.229571984	0.115625	0.147601476	0.102112676	0.182890855	0.52484472
rep3	84	-2.5.C	0.090163934	0.222222222	0.150793651	0.139534884	0.142857143	0.126153846	0.249230769	0.134146341
rep4	84	-2.5.C	0.129032258	0.176691729	0.176954733	0.129449838	0.117021277	0.116751269	0.166666667	0.284900285
rep5	84	-2.5.C	0.100271003	0.210526316	0.20746888	0.137724551	0.176470588	0.10755814	0.114754098	0.1414791
rep6	84	-2.5.C	0.090464548	0.199029126	0.182481752	0.287197232	0.116465863	0.138790036	0.211764706	0.157303371
rep7	84	-2.5.C	0.082236842	0.232142857	0.203883495	0.123076923	0.103333333	0.129707113	0.18815331	0.141025641
rep8	84	-2.5.C	0.113636364	0.203252033	0.148387097	0.108108108	0.108552632	0.102564103	0.101298701	0.344262295
rep9	84	-2.5.C	0.076487252	0.145098039	0.141025641	0.14516129	0.105058366	0.11778291	0.203309693	0.268361582
rep10	84	-2.5.C	0.062686567	0.242320819	0.167364017	0.152298851	0.199074074	0.113636364	0.23699422	0.205583756
rep1	84	0.C	0.189473684	0.584045584	0.539249147	0.232628399	0.517915309	0.769230769	0.668292683	0.149390244
rep2	84	0.C	0.155988858	0.747211896	0.59009009	0.305389222	0.562068966	0.417508418	0.561264822	0.364341085
rep3	84	0.C	0.31835206	0.474522293	0.468085106	0.15576324	0.652777778	0.564564565	0.544378698	0.539823009
rep4	84	0.C	0.27852349	0.485245902	0.594594595	0.116182573	0.602739726	0.659509202	0.560260586	0.291390728
rep5	84	0.C	0.334346505	0.672077922	0.442708333	0.147668394	0.479310345	0.696498054	0.588785047	0.301169591
rep6	84	0.C	0.262548263	0.443729904	0.781021898	0.281065089	0.283536585	1	0.43989071	0.506024096
rep7	84	0.C	0.310344828	0.340501792	0.56626506	0.397553517	0.123333333	0.923333333	0.508571429	0.295180723
rep8	84	0.C	0.198776758	0.448931116	0.651821862	0.350923483	0.30449827	0.509749304	0.459701493	0.154450262
rep9	84	0.C	0.11023622	0.606271777	0.725274725	0.390243902	0.383098592	0.832869081	0.538922156	0.634482759
rep10	84	0.C	0.333333333	0.705882353	0.571942446	0.305755396	0.192307692	0.626146789	0.602693603	0.385826772
rep1	84	2.5.C	0.229333333	0.847014925	0.872807018	0.374647887	1	0.423076923	0.644776119	0.677419355
rep2	84	2.5.C	0.519125683	0.791277259	0.812	0.554517134	0.664772727	0.920265781	0.849056604	0.777777778
rep3	84	2.5.C	0.392572944	0.948553055	1	0.544776119	0.8113879	0.855932203	0.498470948	0.704663212
rep4	84	2.5.C	0.488095238	0.664122137	0.725423729	0.460674157	0.750819672	0.833865815	0.81402439	0.552023121
rep5	84	2.5.C	0.42408377	0.971153846	0.923076923	0.495468278	0.610062893	0.943620178	0.545706371	0.745989305
rep6	84	2.5.C	0.310810811	0.956386293	0.815436242	0.409090909	0.820338983	0.838274933	0.64244186	0.702941176
rep7	84	2.5.C	0.448275862	1	0.871382637	0.418518519	0.662745098	0.594752187	0.463276836	0.662460568
rep8	84	2.5.C	0.222826087	1	0.8984375	0.346704871	0.610655738	0.976623377	0.686900958	0.673716012
rep9	84	2.5.C	0.532467532	0.836805556	0.681222707	0.495081967	0.697674419	0.498442368	0.758278146	0.489614243
rep10	84	2.5.C	0.670422535	0.908571429	0.758007117	0.483483483	0.688034188	0.951530612	0.487421384	0.748091603
rep1	84	5.C	0.469512195	0.962365591	0.859589041	0.550151976	0.647058824	0.85	0.715789474	0.483870968
rep2	84	5.C	0.490384615	0.846153846	0.941818182	0.665671642	0.489177489	0.986413043	0.825545171	0.692622951
rep3	84	5.C	0.66894198	0.954887218	0.762096774	0.284866469	0.519163763	0.78525641	0.428571429	0.468144044
rep4	84	5.C	0.51951952	0.82421875	0.702380952	0.193083573	0.658450704	0.686956522	0.523917995	0.599348534
rep5	84	5.C	0.422580645	0.919014085	0.937694704	0.531506849	0.753333333	0.928774929	0.750642674	0.790830946
rep6	84	5.C	0.382608696	0.985714286	0.792307692	0.473484848	0.786666667	0.945578231	0.798780488	0.835227273
rep7	84	5.C	0.71761658	0.810344828	0.907534247	0.632398754	0.604095563	0.608247423	0.843187661	0.793296089
rep8	84	5.C	0.251445087	0.90851735	0.774193548	0.569491525	0.524	0.702247191	0.643835616	0.432539683
rep9	84	5.C	0.347972973	0.700956938	0.947826087	0.240143369	0.71147541	0.473846154	0.655737705	0.505617978
rep10	84	5.C	0.345637584	0.785276074	0.701694915	0.591194969	0.637323944	0.92384106	0.850609756	0.409883721
rep1	84	7.5.C	0.481578947	0.501915709	0.69379845	0.25648415	0.47761194	1	0.262658228	0.543103448
rep2	84	7.5.C	0.318309859	0.712	0.567073171	0.234604106	0.565737052	0.263843648	0.293233083	0.560371517
rep3	84	7.5.C	0.447019868	0.656140351	0.581081081	0.207865169	0.222222222	0.594420601	0.402941176	0.344
rep4	84	7.5.C	0.296167247	0.60754717	0.461206897	0.274052478	0.424561404	0.62962963	0.427692308	0.442622951
rep5	84	7.5.C	0.360230548	0.643086817	0.654411765	0.331103679	0.295384615	0.294117647	0.375739645	0.525641026
rep6	84	7.5.C	0.363914373	0.859060403	0.573221757	0.434027778	0.400735294	0.708894879	0.825301205	0.405797101
rep7	84	7.5.C	0.368550369	0.368852459	0.895348837	0.381333333	0.547101449	0.37890625	0.247787611	0.566901408
rep8	84	7.5.C	0.326034063	0.640625	0.487544484	0.372372372	0.608365019	0.717532468	0.162790698	0.362068966
rep9	84	7.5.C	0.301886792	0.63878327	0.632508834	0.432	0.389261745	0.60960961	0.665562914	0.403508772
rep10	84	7.5.C	0.376506024	0.529680365	0.708333333	0.427860697	0.562753036	0.586885246	0.305714286	0.606606607
rep1	84	10.C	0.35016835	0.603076923	0.662251656	0.197492163	0.310580205	0.266881029	0.408312958	0.347972973
rep2	84	10.C	0.187319885	0.488095238	0.528497409	0.286738351	0.16872428	0.75	0.307692308	0.417322835
rep3	84	10.C	0.295031056	0.596428571	0.354581673	0.192	0.212121212	0.376237624	0.285365854	0.188679245
rep4	84	10.C	0.338235294	0.405325444	0.422535211	0.293447293	0.296187683	0.225609756	0.236180905	0.28956229
rep5	84	10.C	0.205787781	0.472491909	0.425619835	0.231578947	0.210526316	0.389830508	0.187134503	0.438650307
rep6	84	10.C	0.128205128	0.729452055	0.57751938	0.194888179	0.253787879	0.328990228	0.640718563	0.201612903
