replicate	time	treatment	wak	cho	tre	fle	bas	leo	ber	her
rep7	84	10.C	0.356741573	0.454225352	0.647577093	0.211038961	0.239616613	0.460869565	0.259459459	0.317073171
rep8	84	10.C	0.309309309	0.506756757	0.645985401	0.153638814	0.303514377	0.336088154	0.246334311	0.258426966
rep9	84	10.C	0.20718232	0.564912281	0.537634409	0.163987138	0.281853282	0.308290155	0.175182482	0.229946524
rep10	84	10.C	0.308383234	0.665427509	0.822393822	0.251396648	0.197452229	0.450331126	0.139107612	0.276785714
rep1	84	dark	0.624223602	0.813953488	0.763948498	0.366459627	0.719512195	0.677083333	0.407035176	0.566233766
rep2	84	dark	0.433628319	0.820598007	0.969111969	0.547619048	0.683127572	0.805263158	0.790419162	0.77688172
rep3	84	dark	0.532051282	0.702811245	0.887417219	0.322807018	0.677631579	1	0.351097179	0.56641604
rep4	84	dark	0.441747573	1	0.851162791	0.254966887	0.728624535	0.793650794	0.644444444	0.669211196
rep5	84	dark	0.367021277	0.927007299	0.675	0.234567901	0.699658703	0.612307692	0.75328084	0.464912281
rep6	84	dark	0.365079365	0.729007634	0.767123288	0.276872964	0.679054054	1	0.223796034	0.865517241
rep7	84	dark	0.296391753	0.961783439	0.707142857	0.323333333	0.371841155	0.920679887	0.480446927	0.547486034
rep8	84	dark	0.637724551	0.867521368	0.911214953	0.380352645	0.588414634	0.91689008	0.357988166	0.745454545
rep9	84	dark	0.440506329	0.734899329	0.89539749	0.516129032	0.637362637	1	0.731778426	0.597014925
rep10	84	dark	0.644736842	0.764044944	0.645768025	0.651757188	0.646840149	0.622775801	0.719512195	0.663793103
rep1	98	-2.5.C	0.168865435	0.262237762	0.252631579	0.084337349	0.17167382	0.119863014	0.31147541	0.178988327
rep2	98	-2.5.C	0.300859599	0.142857143	0.206081081	0.159259259	0.147651007	0.095541401	0.264797508	0.201550388
rep3	98	-2.5.C	0.104046243	0.193083573	0.243346008	0.07079646	0.175824176	0.11849711	0.124223602	0.152416357
rep4	98	-2.5.C	0.080267559	0.151612903	0.152985075	0.110062893	0.250965251	0.179144385	0.177177177	0.15210356
rep5	98	-2.5.C	0.07654321	0.201257862	0.209302326	0.189602446	0.129032258	0.125461255	0.269624573	0.143369176
rep6	98	-2.5.C	0.128676471	0.281385281	0.138888889	0.158783784	0.156794425	0.171052632	0.243727599	0.137931034
rep7	98	-2.5.C	0.147727273	0.147909968	0.232931727	0.124113475	0.142857143	0.190938511	0.494350282	0.199346405
rep8	98	-2.5.C	0.112956811	0.192622951	0.196347032	0.121372032	0.162055336	0.185915493	0.173684211	0.09039548
rep9	98	-2.5.C	0.126520681	0.14379085	0.152727273	0.163323782	0.125984252	0.193989071	0.425981873	0.138408304
rep10	98	-2.5.C	0.194666667	0.26744186	0.26056338	0.125899281	0.086142322	0.087837838	0.541538462	0.118032787
rep1	98	0.C	0.424148607	0.595238095	1	0.293296089	0.688172043	0.730366492	0.580434783	0.525073746
rep2	98	0.C	0.208588957	1	0.643086817	0.438356164	0.764542936	0.728873239	0.592307692	0.760456274
rep3	98	0.C	0.267515924	0.978494624	0.723905724	0.275	0.749216301	1	0.558064516	0.890625
rep4	98	0.C	0.290801187	0.871111111	0.84717608	0.153333333	0.680701754	1	0.60058309	0.514925373
rep5	98	0.C	0.412903226	0.64806867	0.650655022	0.304225352	0.309160305	0.717171717	0.480446927	0.5795053
rep6	98	0.C	0.567901235	0.636363636	0.862068966	0.445820433	0.630508475	0.928191489	0.568452381	0.643356643
rep7	98	0.C	0.306188925	1	0.703862661	0.379120879	0.193846154	1	0.327433628	0.533834586
rep8	98	0.C	0.378865979	0.852842809	0.875471698	0.617563739	0.2	1	0.828804348	0.76171875
rep9	98	0.C	0.234693878	0.739299611	0.985294118	0.405759162	0.586419753	1	0.884146341	0.193396226
rep10	98	0.C	0.382165605	0.786476868	0.976076555	0.425474255	0.462745098	1	0.474474474	0.677631579
rep1	98	2.5.C	0.801282051	0.819397993	0.786324786	0.593103448	0.727915194	1	0.784741144	0.470817121
rep2	98	2.5.C	0.656357388	0.773529412	0.821576763	0.317241379	0.985915493	0.125356125	0.908309456	0.911660777
rep3	98	2.5.C	0.665738162	0.851590106	0.928571429	0.776357827	0.868686869	0.94198895	0.665280665	0.888446215
rep4	98	2.5.C	0.677083333	0.941176471	0.902777778	0.738636364	0.829351536	0.950980392	0.632152589	0.886666667
rep5	98	2.5.C	0.524216524	1	0.972049689	0.795755968	0.865546218	1	0.951923077	0.373333333
rep6	98	2.5.C	0.642599278	0.962825279	0.888	0.285234899	0.900990099	1	0.807926829	0.695804196
rep7	98	2.5.C	0.149560117	0.807926829	0.97993311	0.503937008	0.842911877	1	0.896358543	0.921985816
rep8	98	2.5.C	0.653179191	0.931654676	0.923611111	0.704861111	0.955479452	1	0.74	0.881040892
rep9	98	2.5.C	0.446115288	0.893280632	0.821192053	0.757692308	0.740863787	1	0.8	0.746666667
rep10	98	2.5.C	0.564792176	0.747663551	0.869047619	0.49201278	0.911347518	1	0.637873754	1
rep1	98	5.C	0.572953737	1	0.382198953	1	0.954929577	0.506024096	0.775	0.71967655
rep2	98	5.C	0.803149606	1	0.911894273	0.989966555	0.830708661	0.883561644	0.899022801	0.780564263
rep3	98	5.C	0.800554017	0.852140078	0.932835821	0.87456446	0.837944664	0.898550725	0.841823056	0.728395062
rep4	98	5.C	0.564564565	0.833333333	0.810218978	0.447592068	0.848684211	0.512820513	0.954545455	0.886986301
rep5	98	5.C	0.533834586	1	0.885572139	0.857142857	0.680933852	0.799426934	0.849582173	0.717333333
rep6	98	5.C	0.612121212	0.866449511	0.920152091	0.829268293	0.853658537	0.572881356	0.677142857	0.384083045
rep7	98	5.C	0.607526882	0.972144847	1	0.526595745	0.940993789	0.826315789	0.637119114	0.661184211
rep8	98	5.C	0.866468843	1	0.856617647	0.58974359	0.834677419	0.48973607	0.865979381	0.315340909
rep9	98	5.C	0.759375	0.801526718	0.784090909	0.748166259	0.523131673	1	0.514666667	0.438848921
rep10	98	5.C	0.690217391	0.931623932	1	0.690721649	0.842105263	1	0.861591696	0.848591549
rep1	98	7.5.C	0.472463768	0.538011696	0.711743772	0.250764526	0.605633803	0.667673716	0.590163934	0.614130435
rep2	98	7.5.C	0.43315508	0.874100719	0.992565056	0.321428571	0.691729323	0.409495549	0.211428571	0.376146789
rep3	98	7.5.C	0.39481268	0.77173913	0.769230769	0.251412429	0.540925267	0.952380952	0.343465046	0.401215805
rep4	98	7.5.C	0.286697248	0.701244813	0.680297398	0.588996764	0.342948718	0.96037296	0.344117647	0.275167785
rep5	98	7.5.C	0.513422819	0.448753463	0.861924686	0.190348525	0.359848485	0.843843844	0.527439024	0.606896552
rep6	98	7.5.C	0.365853659	0.803149606	0.725409836	0.332307692	0.453571429	0.76369863	0.522193211	0.538461538
rep7	98	7.5.C	0.365671642	0.668989547	0.816479401	0.384823848	0.413333333	0.660377358	0.469101124	0.546242775
rep8	98	7.5.C	0.646258503	0.552631579	0.930434783	0.355555556	0.347682119	0.305147059	0.404558405	0.339449541
rep9	98	7.5.C	0.362433862	0.405750799	0.725321888	0.362676056	0.41221374	0.552777778	0.46474359	0.401294498
rep10	98	7.5.C	0.446969697	0.822822823	0.762886598	0.255813953	0.425454545	0.839464883	0.418397626	0.554054054
rep1	98	10.C	0.325068871	0.642066421	0.528428094	0.477443609	0.359375	0.424778761	0.264705882	0.306233062
rep2	98	10.C	0.258992806	0.589641434	0.63003663	0.219135802	0.16909621	0.503067485	0.277310924	0.158774373
rep3	98	10.C	0.329639889	0.536050157	0.506224066	0.20625	0.205673759	0.549839228	0.393548387	0.327464789
rep4	98	10.C	0.227810651	0.591549296	0.519480519	0.214285714	0.236051502	0.561497326	0.311926606	0.260869565
rep5	98	10.C	0.313829787	0.655405405	0.675799087	0.229032258	0.270967742	0.308383234	0.331506849	0.320954907
rep6	98	10.C	0.257790368	0.508532423	0.580536913	0.272727273	0.461279461	0.591439689	0.218023256	0.24024024
rep7	98	10.C	0.293150685	0.424242424	0.586080586	0.262798635	0.232786885	0.405498282	0.25729443	0.212765957
rep8	98	10.C	0.344615385	0.611295681	0.340136054	0.341549296	0.225680934	0.265175719	0.436657682	0.246666667
rep9	98	10.C	0.263456091	0.528571429	0.446666667	0.205047319	0.295546559	0.29305136	0.24099723	0.344827586
rep10	98	10.C	0.502702703	0.354961832	0.381481481	0.378917379	0.172690763	0.522988506	0.24829932	0.339393939
rep1	98	dark	0.684971098	0.990033223	1	0.577507599	0.688829787	0.913690476	0.71875	0.689230769
rep2	98	dark	0.898026316	1	1	0.736842105	0.853932584	1	0.677142857	0.851351351
rep3	98	dark	0.453400504	0.877394636	0.851851852	0.29787234	0.774074074	1	0.721712538	0.637795276
rep4	98	dark	0.307106599	0.893129771	0.906896552	0.302428256	0.727272727	0.992346939	0.72459893	0.857651246
rep5	98	dark	0.462616822	0.92481203	0.912621359	0.549878345	0.793357934	0.803652968	0.665706052	0.770562771
rep6	98	dark	0.228365385	0.882352941	0.829931973	0.465909091	0.855263158	0.963636364	0.700879765	0.392857143
rep7	98	dark	0.611111111	0.982195846	0.831034483	0.77258567	0.989473684	0.769230769	0.723577236	0.830449827
rep8	98	dark	0.865951743	0.972508591	1	0.637426901	1	0.954326923	0.512048193	0.775280899
rep9	98	dark	0.612466125	1	0.627802691	0.613569322	1	1	0.58974359	1
rep10	98	dark	0.316953317	1	1	0.557432432	1	1	0.653614458	0.783882784
rep1	112	-2.5.C	0.268518519	0.305970149	0.350364964	0.39295393	0.138408304	0.155172414	0.122923588	0.160771704
rep2	112	-2.5.C	0.081081081	0.169354839	0.343971631	0.158088235	0.128472222	0.158640227	0.265957447	0.193771626
rep3	112	-2.5.C	0.157099698	0.218241042	0.264084507	0.191489362	0.155932203	0.179245283	0.271777003	0.134545455
rep4	112	-2.5.C	0.158176944	0.25170068	0.334558824	0.144262295	0.196787149	0.098159509	0.370588235	0.133116883
rep5	112	-2.5.C	0.162939297	0.284345048	0.325396825	0.131410256	0.144329897	0.081081081	0.302250804	0.104347826
rep6	112	-2.5.C	0.112	0.251937984	0.382352941	0.124637681	0.129411765	0.266666667	0.375	0.154241645
rep7	112	-2.5.C	0.132841328	0.217741935	0.257142857	0.187861272	0.133956386	0.30877193	0.309139785	0.098143236
rep8	112	-2.5.C	0.172413793	0.192592593	0.436213992	0.121118012	0.153179191	0.120906801	0.335276968	0.12238806
rep9	112	-2.5.C	0.198083067	0.425438596	0.372197309	0.128289474	0.125448029	0.114457831	0.146276596	0.128205128
rep10	112	-2.5.C	0.082142857	0.201438849	0.326460481	0.101941748	0.131868132	0.251815981	0.450479233	0.142857143
rep1	112	0.C	0.413881748	0.50929368	1	0.704545455	0.851851852	0.868073879	0.873646209	0.158774373
rep2	112	0.C	0.724832215	0.928838951	1	0.765079365	0.789297659	1	0.838345865	0.200581395
rep3	112	0.C	0.225903614	0.243169399	0.531914894	0.319018405	0.77689243	1	0.930147059	0.139751553
rep4	112	0.C	0.510769231	0.867088608	0.866883117	0.527272727	0.157692308	1	0.89632107	0.547244094
rep5	112	0.C	0.829850746	1	0.633165829	0.73964497	0.944444444	1	0.862745098	0.18487395
rep6	112	0.C	0.535	1	0.931707317	0.382059801	0.72246696	1	0.706713781	0.574307305
rep7	112	0.C	0.571428571	1	0.884615385	0.39100346	0.84717608	1	0.699300699	0.521452145
rep8	112	0.C	0.222841226	1	1	0.517730496	0.647230321	1	0.685512367	0.602484472
rep9	112	0.C	0.412532637	1	1	0.691780822	0.83203125	1	0.846405229	0.189839572
rep10	112	0.C	0.686486486	1	1	0.61407767	0.714285714	1	0.850806452	0.690625
rep1	112	2.5.C	0.718232044	0.726161369	0.747540984	0.796116505	0.816	0.572972973	1	0.786931818
rep2	112	2.5.C	0.733173077	1	1	0.812987013	1	0.793785311	1	0.826330532
rep3	112	2.5.C	0.776349614	0.885350318	0.931271478	0.600591716	0.985865724	0.830845771	0.703007519	0.771929825
rep4	112	2.5.C	0.883597884	0.993174061	0.59047619	0.673913043	0.809815951	0.934707904	0.801498127	0.887978142
rep5	112	2.5.C	0.858190709	0.911111111	0.798353909	0.854599407	1	0.888535032	0.771513353	0.816023739
rep6	112	2.5.C	0.789473684	0.954177898	1	0.689102564	1	1	0.915611814	0.204663212
rep7	112	2.5.C	0.760445682	0.902040816	1	0.581325301	1	1	0.912162162	0.780487805
rep8	112	2.5.C	0.528089888	0.825622776	1	0.594405594	1	1	0.790540541	0.701570681
rep9	112	2.5.C	0.610951009	1	1	0.850174216	1	1	0.976608187	0.823717949
rep10	112	2.5.C	1	1	1	0.397993311	1	1	0.903846154	0.481690141
rep1	112	5.C	0.862068966	0.918032787	0.865319865	0.90778098	0.784565916	0.980906921	0.746212121	0.848484848
rep2	112	5.C	0.818965517	0.789719626	0.966542751	0.663551402	0.775	0.903133903	0.838235294	0.868852459
rep3	112	5.C	0.356435644	0.907258065	0.929054054	0.586005831	0.916666667	0.926630435	0.567669173	0.865853659
rep4	112	5.C	0.581818182	1	0.953900709	0.663663664	0.827242525	1	0.958677686	0.733333333
rep5	112	5.C	0.923287671	1	0.839552239	0.513245033	0.443661972	1	0.764227642	0.685897436
rep6	112	5.C	0.909090909	1	0.734126984	0.578553616	0.649446494	1	0.962457338	0.893992933
rep7	112	5.C	0.695266272	1	0.901587302	0.903654485	0.663082437	1	0.844444444	1
rep8	112	5.C	0.738498789	1	0.845559846	0.821086262	0.781144781	1	0.715827338	0.441640379
rep9	112	5.C	0.607734807	1	1	1	1	1	0.910505837	1
rep10	112	5.C	1	1	1	1	1	1	1	1
rep1	112	7.5.C	0.358974359	0.912772586	0.896142433	0.454780362	0.466666667	0.625615764	0.357976654	0.448717949
rep2	112	7.5.C	0.526315789	0.858181818	0.680781759	0.291666667	0.591304348	0.360501567	0.492481203	0.261494253
rep3	112	7.5.C	0.487951807	0.631178707	0.898785425	0.33048433	0.786363636	0.647761194	0.535460993	0.432432432
rep4	112	7.5.C	0.527536232	0.953246753	0.586080586	0.747474747	0.607594937	0.362179487	0.295719844	0.540469974
rep5	112	7.5.C	0.835195531	0.658940397	0.846666667	0.630350195	0.572	0.477272727	0.624087591	0.47972973
rep6	112	7.5.C	0.56779661	0.883018868	0.684981685	0.448484848	0.593023256	0.606508876	0.624183007	0.684057971
rep7	112	7.5.C	0.710365854	0.84496124	0.651898734	0.288819876	0.617554859	0.663003663	0.180451128	0.607954545
rep8	112	7.5.C	0.434782609	0.76146789	1	0.405275779	0.755775578	0.5625	0.573076923	0.526912181
rep9	112	7.5.C	0.677233429	0.482233503	1	0.43902439	0.433212996	0.544342508	0.78	0.41369863
rep10	112	7.5.C	0.402439024	0.802325581	1	0.501650165	1	0.821670429	0.639830508	0.495384615
rep1	112	10.C	0.25	0.662295082	0.347826087	0.249230769	0.230263158	0.310954064	0.201520913	0.313664596
rep2	112	10.C	0.208860759	0.650862069	0.5	0.233727811	0.187096774	0.477876106	0.38	0.194300518
rep3	112	10.C	0.286585366	0.371875	0.453125	0.201680672	0.314285714	0.373913043	0.427480916	0.299242424
rep4	112	10.C	0.26031746	0.450581395	0.592274678	0.284848485	0.290076336	0.287272727	0.186111111	0.219047619
rep5	112	10.C	0.25257732	0.504	0.665427509	0.403225806	0.357976654	0.305147059	0.364620939	0.237735849
rep6	112	10.C	0.302857143	0.635714286	0.550420168	0.239393939	0.182156134	0.309823678	0.37037037	0.232919255
rep7	112	10.C	0.36	0.767605634	0.611872146	0.314285714	0.283261803	0.326923077	0.350806452	0.237951807
rep8	112	10.C	0.268472906	0.706081081	0.521072797	0.288888889	0.376106195	0.602484472	0.417004049	0.247491639
rep9	112	10.C	0.328320802	0.842307692	0.348275862	0.217791411	0.25498008	0.235474006	0.134020619	0.33557047
rep10	112	10.C	0.356410256	0.659235669	1	0.376168224	0.285714286	0.590062112	0.20754717	0.218068536
rep1	112	dark	0.740458015	0.919003115	0.852348993	0.479166667	0.857677903	0.756906077	0.872521246	0.797653959
rep2	112	dark	0.970149254	0.860068259	0.802575107	0.691131498	0.862745098	0.863387978	0.797202797	0.91091954
rep3	112	dark	0.619318182	1	1	0.812138728	1	0.984227129	0.626923077	0.748031496
rep4	112	dark	0.825783972	1	1	0.996941896	1	0.98265896	0.914772727	0.869402985
rep5	112	dark	0.728021978	1	1	0.671394799	1	0.863905325	0.7	0.527704485
rep6	112	dark	0.546511628	1	1	0.722627737	1	0.692307692	0.750819672	1
rep7	112	dark	0.559808612	1	1	0.711246201	1	1	0.879478827	1
rep8	112	dark	0.829457364	1	1	0.50174216	1	1	0.445012788	1
rep9	112	dark	0.611246944	1	1	0.860696517	1	1	0.694117647	1
rep10	112	dark	1	1	1	0.846361186	1	1	1	1
rep1	126	-2.5.C	0.092485549	0.363636364	0.34	0.094387755	0.183206107	0.111538462	0.504201681	0.192893401
rep2	126	-2.5.C	0.341954023	0.422222222	0.752173913	0.116104869	0.274774775	0.153543307	0.142156863	0.101983003
rep3	126	-2.5.C	0.136363636	0.567213115	0.695067265	0.139784946	0.163076923	0.09057971	0.23125	0.115196078
rep4	126	-2.5.C	0.136807818	0.433823529	0.508896797	0.173374613	0.212244898	0.12345679	0.44516129	0.156996587
rep5	126	-2.5.C	0.319371728	0.305555556	0.184331797	0.137195122	0.132930514	0.148026316	0.235880399	0.132394366
rep6	126	-2.5.C	0.129584352	0.429657795	0.171428571	0.5	0.157692308	0.136363636	0.116710875	0.155932203
rep7	126	-2.5.C	0.343195266	0.433333333	0.705627706	0.185082873	0.141141141	0.152	0.35	0.162241888
rep8	126	-2.5.C	0.326315789	0.385416667	0.193548387	0.115281501	0.11372549	0.144032922	0.35335689	0.151193634
rep9	126	-2.5.C	0.269360269	0.257246377	0.301960784	0.14893617	0.489878543	0.132231405	0.553246753	0.13897281
rep10	126	-2.5.C	0.342036554	0.415929204	1	0.125382263	0.112970711	0.155555556	0.121495327	0.1232493
rep1	126	0.C	0.612299465	0.554263566	1	0.6	0.156050955	0.724381625	0.836858006	0.197014925
rep2	126	0.C	0.516819572	0.728222997	1	0.750798722	0.162361624	1	0.727793696	0.404825737
rep3	126	0.C	0.721784777	1	1	0.83045977	0.895470383	1	0.302931596	0.720797721
rep4	126	0.C	0.438172043	1	1	0.576530612	0.756410256	1	0.845744681	0.720461095
rep5	126	0.C	0.432432432	1	1	0.818493151	0.723735409	1	0.428954424	0.552325581
rep6	126	0.C	0.944117647	1	1	0.526479751	0.544217687	1	0.365030675	0.746081505
rep7	126	0.C	0.505208333	1	1	0.347181009	0.261168385	1	0.837209302	0.874686717
rep8	126	0.C	0.734104046	1	1	0.532307692	0.903914591	1	0.845333333	0.211594203
rep9	126	0.C	0.606060606	1	1	0.442622951	1	1	0.943850267	0.796033994
rep10	126	0.C	0.645892351	1	1	0.594164456	1	1	0.650306748	1
rep1	126	2.5.C	1	0.901315789	0.872	0.858024691	0.798882682	0.269005848	0.799392097	0.703947368
rep2	126	2.5.C	0.663316583	0.919117647	0.952554745	0.816933638	1	1	0.907103825	0.931888545
rep3	126	2.5.C	0.815864023	1	0.87804878	0.681063123	1	1	0.735483871	1
rep4	126	2.5.C	0.839694656	0.975177305	0.805555556	0.896296296	1	1	0.862857143	1
rep5	126	2.5.C	0.563492063	1	0.937716263	0.729166667	1	1	1	1
rep6	126	2.5.C	0.481481481	1	0.908127208	0.528358209	1	1	1	1
rep7	126	2.5.C	0.810734463	1	1	0.797368421	1	1	1	1
rep8	126	2.5.C	1	1	1	0.790419162	1	1	1	1
rep9	126	2.5.C	1	1	1	0.676282051	1	1	1	1
rep10	126	2.5.C	1	1	1	1	1	1	1	1
rep1	126	5.C	0.933753943	0.599455041	0.811258278	0.79331307	0.886206897	0.874598071	0.897280967	0.770186335
rep2	126	5.C	0.705722071	0.86102719	0.815668203	0.806349206	0.902255639	1	0.877192982	0.862903226
rep3	126	5.C	0.675159236	0.920689655	0.971631206	0.709265176	1	0.371757925	0.867052023	0.894736842
rep4	126	5.C	0.695890411	0.943952802	1	0.542087542	1	1	0.860158311	0.815642458
rep5	126	5.C	0.720364742	1	0.800699301	0.671497585	1	1	0.819314642	0.891598916
rep6	126	5.C	0.718120805	0.788273616	1	0.588235294	1	1	1	1
rep7	126	5.C	0.696517413	1	1	1	1	1	1	1
rep8	126	5.C	0.648989899	1	1	1	1	1	1	1
rep9	126	5.C	1	1	1	1	1	1	1	1
rep10	126	5.C	1	1	1	1	1	1	1	1
rep1	126	7.5.C	0.655172414	0.853582555	0.801652893	0.470108696	0.756363636	0.866492147	0.643051771	0.586021505
rep2	126	7.5.C	0.422988506	0.751351351	0.931372549	0.690402477	0.377419355	0.589147287	0.506024096	0.614197531
rep3	126	7.5.C	0.805642633	0.912408759	0.87394958	0.622589532	0.558922559	0.757575758	0.744927536	0.647619048
rep4	126	7.5.C	0.514851485	0.810909091	0.8984375	0.636085627	0.78490566	0.984326019	0.405572755	0.176282051
rep5	126	7.5.C	0.506666667	0.779783394	0.743478261	0.464968153	0.267716535	0.821305842	0.192592593	0.363420428
rep6	126	7.5.C	0.588528678	0.737588652	0.756218905	0.412790698	0.547112462	0.575418994	0.498480243	0.577656676
rep7	126	7.5.C	0.41369863	0.547826087	0.632231405	0.900249377	0.475083056	0.89456869	0.762611276	0.296774194
rep8	126	7.5.C	0.369680851	0.971223022	0.885521886	0.688829787	0.551612903	0.738831615	0.585034014	0.540268456
rep9	126	7.5.C	0.295950156	0.755186722	1	0.678474114	0.724279835	0.530864198	0.8	0.563968668
rep10	126	7.5.C	1	0.681818182	1	0.653295129	0.664041995	0.938829787	0.452513966	0.621212121
rep1	126	10.C	0.386920981	0.680851064	0.643442623	0.315457413	0.337078652	0.571428571	0.182065217	0.403785489
rep2	126	10.C	0.33933162	0.547101449	0.532846715	0.264094955	0.282945736	0.536159601	0.553246753	0.513513514
rep3	126	10.C	0.375426621	0.562962963	0.588477366	0.41108545	0.251824818	0.450310559	0.195467422	0.260674157
rep4	126	10.C	0.42893401	0.534979424	0.598130841	0.344720497	0.272727273	0.721311475	0.263636364	0.535714286
rep5	126	10.C	0.22418136	0.506944444	0.413559322	0.520231214	0.293233083	0.228985507	0.357575758	0.30071599
rep6	126	10.C	0.467181467	0.554817276	0.459016393	0.217008798	0.224899598	0.593856655	0.35483871	0.426356589
rep7	126	10.C	0.401197605	0.769516729	0.609589041	0.448028674	0.217391304	0.578431373	0.328488372	0.239393939
rep8	126	10.C	0.482035928	0.784313725	0.648979592	0.15451895	0.337931034	0.20631068	0.361185984	0.278409091
rep9	126	10.C	0.207100592	0.656666667	0.831818182	0.231034483	0.243150685	0.260115607	0.630952381	0.305732484
rep10	126	10.C	0.336283186	0.596707819	0.670886076	0.298941799	0.284246575	0.339622642	0.287401575	0.337704918
rep1	126	dark	0.716112532	0.90443686	0.957854406	0.759668508	0.745983168	1	0.870786517	1
rep2	126	dark	0.946022727	1	0.720779221	0.788300836	0.932692308	0.302771855	0.798816568	1
rep3	126	dark	0.613445378	1	1	0.512195122	1	0.758547009	0.821637427	0.894021739
rep4	126	dark	0.842639594	1	1	0.775	1	1	0.541033435	0.690340909
rep5	126	dark	0.759259259	1	1	0.876033058	1	1	0.778313253	0.818965517
rep6	126	dark	1	1	1	0.904191617	1	1	0.886227545	1
rep7	126	dark	1	1	1	0.847368421	1	1	0.857142857	1
rep8	126	dark	1	1	1	1	1	1	1	1
rep9	126	dark	1	1	1	1	1	1	1	1
rep10	126	dark	1	1	1	1	1	1	1	1
rep1	140	-2.5.C	0.120481928	0.485245902	0.449438202	0.187234043	0.135048232	0.166666667	0.296875	0.161512027
rep2	140	-2.5.C	0.427350427	0.543396226	0.236051502	0.135746606	0.6	0.152173913	0.199312715	0.153638814
rep3	140	-2.5.C	0.344311377	0.409677419	0.770967742	0.1	0.155172414	0.188888889	0.137071651	0.451104101
rep4	140	-2.5.C	0.161375661	0.456790123	0.138983051	0.142857143	0.076612903	0.128272251	0.246794872	0.13622291
rep5	140	-2.5.C	0.728706625	0.519736842	0.536809816	0.111111111	0.167272727	0.088028169	0.109137056	0.431746032
rep6	140	-2.5.C	0.34180791	0.26953125	0.771535581	0.188596491	0.18220339	0.125313283	0.271954674	0.125356125
rep7	140	-2.5.C	0.732484076	0.35504886	0.704545455	0.156779661	0.118320611	0.118556701	0.244791667	0.26300578
rep8	140	-2.5.C	0.55	0.605809129	0.173611111	0.107758621	0.177083333	0.10787172	0.137614679	0.280346821
rep9	140	-2.5.C	0.523809524	0.734126984	0.552238806	0.098484848	0.158501441	0.099415205	0.206489676	0.120234604
rep10	140	-2.5.C	0.347826087	0.654901961	0.146825397	0.114068441	0.161172161	0.079411765	0.116883117	0.343661972
rep1	140	0.C	0.638961039	1	1	0.91875	0.179245283	1	0.912921348	1
rep2	140	0.C	0.715099715	1	1	0.616613419	0.12345679	1	1	0.70890411
rep3	140	0.C	0.738292011	1	1	1	0.611940299	1	1	0.613180516
rep4	140	0.C	0.693766938	1	1	0.646067416	0.84279476	1	1	0.838196286
rep5	140	0.C	0.770780856	1	1	0.95505618	0.982532751	1	1	0.191044776
rep6	140	0.C	0.762376238	1	1	0.17721519	0.134615385	1	1	0.159090909
rep7	140	0.C	0.935251799	1	1	0.901098901	1	1	1	0.786610879
rep8	140	0.C	0.7325	1	1	0.864197531	1	1	1	1
rep9	140	0.C	0.730650155	1	1	1	1	1	1	1
rep10	140	0.C	1	1	1	1	1	1	1	1
rep1	140	2.5.C	0.535384615	1	0.919881306	0.926421405	1	1	1	0.945945946
rep2	140	2.5.C	1	1	1	0.836012862	0.956	1	1	1
rep3	140	2.5.C	1	1	1	0.926517572	1	1	1	1
rep4	140	2.5.C	1	1	1	1	1	1	1	1
rep5	140	2.5.C	1	1	1	1	1	1	1	1
rep6	140	2.5.C	1	1	1	1	1	1	1	1
rep7	140	2.5.C	1	1	1	1	1	1	1	1
rep8	140	2.5.C	1	1	1	1	1	1	1	1
rep9	140	2.5.C	1	1	1	1	1	1	1	1
rep10	140	2.5.C	1	1	1	1	1	1	1	1
rep1	140	5.C	0.856756757	1	0.85483871	0.942122186	1	0.717391304	0.917159763	0.869806094
rep2	140	5.C	0.653116531	0.4140625	0.900369004	0.933797909	1	0.784615385	1	0.740740741
rep3	140	5.C	0.479233227	1	0.87966805	0.879032258	1	0.870712401	1	1
rep4	140	5.C	0.588957055	1	0.818791946	0.821167883	1	1	1	1
rep5	140	5.C	1	1	0.870588235	1	1	1	1	1
rep6	140	5.C	1	1	0.993355482	1	1	1	1	1
rep7	140	5.C	1	1	1	1	1	1	1	1
rep8	140	5.C	1	1	1	1	1	1	1	1
rep9	140	5.C	1	1	1	1	1	1	1	1
rep10	140	5.C	1	1	1	1	1	1	1	1
rep1	140	7.5.C	0.837078652	0.456521739	1	0.5	0.57312253	0.859538784	0.844776119	0.475362319
rep2	140	7.5.C	0.733990148	0.775	0.98255814	0.429530201	0.85770751	0.987301587	0.791411043	0.575163399
rep3	140	7.5.C	0.418604651	0.767676768	0.932258065	0.425675676	0.534782609	0.700996678	0.847593583	0.568253968
rep4	140	7.5.C	0.553314121	0.848387097	0.9	0.405017921	0.628	0.883852691	0.702770781	0.438395415
rep5	140	7.5.C	0.861842105	0.871794872	0.88410596	0.927007299	0.678294574	0.636363636	0.812101911	0.448179272
rep6	140	7.5.C	0.265536723	1	1	0.593650794	0.756756757	0.861413043	0.134564644	0.468253968
rep7	140	7.5.C	0.634375	0.766784452	1	0.816720257	0.763975155	0.736842105	0.884012539	0.805460751
rep8	140	7.5.C	0.657657658	0.665158371	1	0.637037037	0.631921824	0.476973684	0.78041543	0.659638554
rep9	140	7.5.C	1	0.568627451	1	0.849264706	1	0.482573727	1	0.87202381
rep10	140	7.5.C	1	0.889830508	1	0.748322148	1	0.773584906	1	0.600574713
