rep	time	treatment	embryo	endosperm	ratio
rep3	224	7.5C	NA	NA	1.00
rep4	224	7.5C	NA	NA	1.00
rep5	224	7.5C	NA	NA	1.00
rep6	224	7.5C	NA	NA	1.00
rep7	224	7.5C	NA	NA	1.00
rep8	224	7.5C	NA	NA	1.00
rep9	224	7.5C	NA	NA	1.00
rep10	224	7.5C	NA	NA	1.00
rep1	224	10C	0.91	2.99	0.30
rep2	224	10C	0.89	2.64	0.34
rep3	224	10C	1.61	2.80	0.58
rep4	224	10C	0.81	3.15	0.26
rep5	224	10C	1.36	2.62	0.52
rep6	224	10C	2.19	3.24	0.68
rep7	224	10C	0.79	2.62	0.30
rep8	224	10C	0.62	2.84	0.22
rep9	224	10C	0.79	2.71	0.29
rep10	224	10C	0.79	2.94	0.27
rep1	224	dark	NA	NA	1.00
rep2	224	dark	NA	NA	1.00
rep3	224	dark	NA	NA	1.00
rep4	224	dark	NA	NA	1.00
rep5	224	dark	NA	NA	1.00
rep6	224	dark	NA	NA	1.00
rep7	224	dark	NA	NA	1.00
rep8	224	dark	NA	NA	1.00
rep9	224	dark	NA	NA	1.00
rep10	224	dark	NA	NA	1.00
